State,Fund,Company Name,Deployment Year,Locations Obligation through Deployment Year,Locations Deployed through Deployment Year,Total Support Disbursed through Deployment Year
AR,CAF II Auc,ARISTOTLE UNIFIED COMMUNICATIONS,2019,,231,412358.52
AR,CAF II Auc,ARISTOTLE UNIFIED COMMUNICATIONS,2020,,231,1119258.84
AR,CAF II Auc,ARKANSAS VALLEY ELECTRIC COOPERATIVE CORPORATION,2019,,63,297720.54
AR,CAF II Auc,ARKANSAS VALLEY ELECTRIC COOPERATIVE CORPORATION,2020,,193,694681.26
AR,CAF II Auc,"NORTH ARKANSAS ELECTRIC COOPERATIVE, INC.",2020,,2263,2260002.6
AR,CAF II Auc,OZARKS ELECTRIC COOPERATIVE,2017,,2070,0
AR,CAF II Auc,OZARKS ELECTRIC COOPERATIVE,2018,,2097,0
AR,CAF II Auc,OZARKS ELECTRIC COOPERATIVE,2019,,2516,859015.26
AR,CAF II Auc,OZARKS ELECTRIC COOPERATIVE,2020,,3718,2004368.94
AR,CAF II Auc,"SOUTH CENTRAL CONNECT, LLC",2020,,36,282604.68
AR,CAF-BLS,ARK-O HOLDING,2016,,1,0
AR,CAF-BLS,ARK-O HOLDING,2017,,1450,190806
AR,CAF-BLS,ARK-O HOLDING,2018,,1450,526044
AR,CAF-BLS,ARK-O HOLDING,2019,,1450,977196
AR,CAF-BLS,ARK-O HOLDING,2020,,1450,1290840
AR,CAF-BLS,CENTRAL ARKANSAS TEL,2016,,145,0
AR,CAF-BLS,CENTRAL ARKANSAS TEL,2017,,540,661242
AR,CAF-BLS,CENTRAL ARKANSAS TEL,2018,,1049,1592280
AR,CAF-BLS,CENTRAL ARKANSAS TEL,2019,,1662,3000156
AR,CAF-BLS,CENTRAL ARKANSAS TEL,2020,,2383,4493808
AR,CAF-BLS,"D D & B, INC.",2016,,374,0
AR,CAF-BLS,"D D & B, INC.",2017,,703,1191240
AR,CAF-BLS,"D D & B, INC.",2018,,1237,2673198
AR,CAF-BLS,"D D & B, INC.",2019,,1692,4643094
AR,CAF-BLS,"D D & B, INC.",2020,,2209,6559662
AR,CAF-BLS,LAVACA TEL CO-AR,2019,,138,545520
AR,CAF-BLS,LAVACA TEL CO-AR,2020,,342,1154148
AR,CAF-BLS,MADCO HOLDING COMPANY,2016,,72,0
AR,CAF-BLS,MADCO HOLDING COMPANY,2017,,363,928734
AR,CAF-BLS,MADCO HOLDING COMPANY,2018,,578,2075964
AR,CAF-BLS,MADCO HOLDING COMPANY,2019,,791,3509406
AR,CAF-BLS,MADCO HOLDING COMPANY,2020,,1060,4824852
AR,CAF-BLS,"NATCO COMMUNICATIONS, INC.",2016,,370,0
AR,CAF-BLS,"NATCO COMMUNICATIONS, INC.",2017,,1097,1617816
AR,CAF-BLS,"NATCO COMMUNICATIONS, INC.",2018,,1311,3464286
AR,CAF-BLS,"NATCO COMMUNICATIONS, INC.",2019,,1382,5371098
AR,CAF-BLS,"NATCO COMMUNICATIONS, INC.",2020,,1599,7044660
AR,CAF-BLS,"SMITHVILLE HOLDING COMPANY, INC.",2019,,49,514019
AR,CAF-BLS,"SMITHVILLE HOLDING COMPANY, INC.",2020,,49,1014867
AR,CAF-BLS,SW ARKANSAS TEL COOP,2016,,289,0
AR,CAF-BLS,SW ARKANSAS TEL COOP,2017,,567,2459082
AR,CAF-BLS,SW ARKANSAS TEL COOP,2018,,786,5144724
AR,CAF-BLS,SW ARKANSAS TEL COOP,2019,,1651,8621952
AR,CAF-BLS,SW ARKANSAS TEL COOP,2020,,2048,12914178
AR,ACAM,"ARKANSAS TELEPHONE COMPANY, INC.",2013,,200,0
AR,ACAM,"ARKANSAS TELEPHONE COMPANY, INC.",2014,,1060,0
AR,ACAM,"ARKANSAS TELEPHONE COMPANY, INC.",2015,,1546,0
AR,ACAM,"ARKANSAS TELEPHONE COMPANY, INC.",2016,,1546,0
AR,ACAM,"ARKANSAS TELEPHONE COMPANY, INC.",2017,,2255,2334715.92
AR,ACAM,"ARKANSAS TELEPHONE COMPANY, INC.",2018,,2959,4865959.2
AR,ACAM,"ARKANSAS TELEPHONE COMPANY, INC.",2019,,3157,7298938.8
AR,ACAM,"ARKANSAS TELEPHONE COMPANY, INC.",2020,1839,3536,9731918.4
AR,ACAM,CYPRESS BREAK,2019,,178,494878.44
AR,ACAM,CYPRESS BREAK,2020,70,178,989756.88
AR,ACAM,"E. RITTER COMMUNICATIONS HOLDINGS, INC.",2016,,5439,0
AR,ACAM,"E. RITTER COMMUNICATIONS HOLDINGS, INC.",2017,,6239,5337580.2
AR,ACAM,"E. RITTER COMMUNICATIONS HOLDINGS, INC.",2018,,6788,11861289.6
AR,ACAM,"E. RITTER COMMUNICATIONS HOLDINGS, INC.",2019,,7218,18199286.04
AR,ACAM,"E. RITTER COMMUNICATIONS HOLDINGS, INC.",2020,3148,8694,24537282.48
AR,ACAM,"TOWNES TELECOMMUNICATIONS, INC.",2013,,73,0
AR,ACAM,"TOWNES TELECOMMUNICATIONS, INC.",2014,,134,0
AR,ACAM,"TOWNES TELECOMMUNICATIONS, INC.",2015,,227,0
AR,ACAM,"TOWNES TELECOMMUNICATIONS, INC.",2016,,630,0
AR,ACAM,"TOWNES TELECOMMUNICATIONS, INC.",2017,,790,1981006.92
AR,ACAM,"TOWNES TELECOMMUNICATIONS, INC.",2018,,1005,4170540.96
AR,ACAM,"TOWNES TELECOMMUNICATIONS, INC.",2019,,1301,6443689.56
AR,ACAM,"TOWNES TELECOMMUNICATIONS, INC.",2020,1184,1393,8716838.16
AR,ACAM,"YELCOT HOLDING GROUP, INC.",2006,,379,0
AR,ACAM,"YELCOT HOLDING GROUP, INC.",2007,,781,0
AR,ACAM,"YELCOT HOLDING GROUP, INC.",2008,,781,0
AR,ACAM,"YELCOT HOLDING GROUP, INC.",2009,,1463,0
AR,ACAM,"YELCOT HOLDING GROUP, INC.",2010,,1732,0
AR,ACAM,"YELCOT HOLDING GROUP, INC.",2011,,2169,0
AR,ACAM,"YELCOT HOLDING GROUP, INC.",2012,,2457,0
AR,ACAM,"YELCOT HOLDING GROUP, INC.",2013,,3285,0
AR,ACAM,"YELCOT HOLDING GROUP, INC.",2014,,3838,0
AR,ACAM,"YELCOT HOLDING GROUP, INC.",2015,,4061,0
AR,ACAM,"YELCOT HOLDING GROUP, INC.",2016,,4463,0
AR,ACAM,"YELCOT HOLDING GROUP, INC.",2017,,4494,2498449.8
AR,ACAM,"YELCOT HOLDING GROUP, INC.",2018,,5027,5878705.44
AR,ACAM,"YELCOT HOLDING GROUP, INC.",2019,,5555,8902441.08
AR,ACAM,"YELCOT HOLDING GROUP, INC.",2020,2373,5879,11926176.72
AR,ACAM II,SOUTH ARKANSAS TEL,2012,,2439,0
AR,ACAM II,SOUTH ARKANSAS TEL,2013,,2439,0
AR,ACAM II,SOUTH ARKANSAS TEL,2014,,2439,0
AR,ACAM II,SOUTH ARKANSAS TEL,2015,,2439,0
AR,ACAM II,SOUTH ARKANSAS TEL,2017,,2439,0
AR,ACAM II,SOUTH ARKANSAS TEL,2018,,2439,0
AR,ACAM II,SOUTH ARKANSAS TEL,2019,,2439,2537533.68
AR,ACAM II,SOUTH ARKANSAS TEL,2020,,3604,5845617.36
AR,ACAM II,"SPECTRACOMM, INC.",2014,,2276,0
AR,ACAM II,"SPECTRACOMM, INC.",2015,,2787,0
AR,ACAM II,"SPECTRACOMM, INC.",2016,,3568,0
AR,ACAM II,"SPECTRACOMM, INC.",2017,,4128,0
AR,ACAM II,"SPECTRACOMM, INC.",2018,,4281,0
AR,ACAM II,"SPECTRACOMM, INC.",2019,,4312,3512038.08
AR,ACAM II,"SPECTRACOMM, INC.",2020,,4388,10450392.24
AR,CAF II,AT&T INC.,2016,,192,21350832
AZ,CAF-BLS,MIDVALE TELEPHONE EXCHANGE,2020,,744,4355856
AZ,CAF-BLS,"SAN CARLOS APACHE TELECOMMUNICATIONS UTILITY, INC.",2020,,1245,6446148
AZ,CAF-BLS,"SAN CARLOS APACHE TELECOMMUNICATIONS UTILITY, INC.",2017,,1245,1238208
AZ,CAF-BLS,"SAN CARLOS APACHE TELECOMMUNICATIONS UTILITY, INC.",2018,,1245,2710956
AZ,CAF-BLS,"SAN CARLOS APACHE TELECOMMUNICATIONS UTILITY, INC.",2019,,1245,4603254
AZ,CAF-BLS,MIDVALE TELEPHONE EXCHANGE,2019,,661,3086496
AZ,CAF-BLS,"GILA RIVER TELECOMMUNICATIONS, INC.",2017,,99,2776506
AZ,CAF-BLS,"GILA RIVER TELECOMMUNICATIONS, INC.",2018,,739,6148722
AZ,CAF-BLS,"GILA RIVER TELECOMMUNICATIONS, INC.",2019,,761,9570072
AZ,CAF-BLS,"GILA RIVER TELECOMMUNICATIONS, INC.",2020,,974,13999260
AZ,CAF-BLS,MIDVALE TELEPHONE EXCHANGE,2016,,8,0
AZ,CAF-BLS,MIDVALE TELEPHONE EXCHANGE,2017,,538,977040
AZ,ACAM,"HOPI TELECOMMUNICATIONS, INC.",2015,,1,0
AZ,ACAM,"HOPI TELECOMMUNICATIONS, INC.",2016,,1972,0
AZ,ACAM,"HOPI TELECOMMUNICATIONS, INC.",2017,,1979,1436749.08
AZ,ACAM,"HOPI TELECOMMUNICATIONS, INC.",2018,,2010,2994438
AZ,ACAM,"HOPI TELECOMMUNICATIONS, INC.",2019,,2010,4690427.28
AZ,ACAM,"HOPI TELECOMMUNICATIONS, INC.",2020,799,2010,6386416.56
AZ,ACAM,"TELEPHONE AND DATA SYSTEMS, INC.",2015,,99,0
AZ,ACAM,"TELEPHONE AND DATA SYSTEMS, INC.",2016,,167,0
AZ,ACAM,"TELEPHONE AND DATA SYSTEMS, INC.",2017,,244,3319168.2
AZ,ACAM,"TELEPHONE AND DATA SYSTEMS, INC.",2018,,251,6917730.96
AZ,ACAM,"TELEPHONE AND DATA SYSTEMS, INC.",2019,,517,11010441.72
AZ,ACAM,"TELEPHONE AND DATA SYSTEMS, INC.",2020,1543,1700,15103152.48
AZ,ACAM,WYYERD GROUP LLC,2016,,4,0
AZ,ACAM,WYYERD GROUP LLC,2017,,37,3375174.6
AZ,ACAM,WYYERD GROUP LLC,2018,,41,6480409.92
AZ,ACAM,WYYERD GROUP LLC,2019,,41,9315705.84
AZ,ACAM,WYYERD GROUP LLC,2020,124,106,11881062.48
AZ,ACAM II,"PONDEROSA COMMUNICATIONS, INC.",2016,,44,0
AZ,ACAM II,"PONDEROSA COMMUNICATIONS, INC.",2017,,98,0
AZ,ACAM II,"PONDEROSA COMMUNICATIONS, INC.",2018,,129,0
AZ,ACAM II,"PONDEROSA COMMUNICATIONS, INC.",2019,,978,3142867.2
AZ,ACAM II,"PONDEROSA COMMUNICATIONS, INC.",2020,,2022,8266572.36
AZ,ACAM II,SADDLEBACK COMMUNICATIONS,2017,,8,0
AZ,ACAM II,SADDLEBACK COMMUNICATIONS,2018,,17,0
AZ,ACAM II,SADDLEBACK COMMUNICATIONS,2019,,22,833354.52
AZ,ACAM II,SADDLEBACK COMMUNICATIONS,2020,,155,2495907.6
AZ,ACAM II,TOHONO O'ODHAM UTILITY AUTHORITY,2019,,25,3332502.96
AZ,ACAM II,TOHONO O'ODHAM UTILITY AUTHORITY,2020,,247,8060335.92
AZ,ACAM II,"VALLEY TELEPHONE COOPERATIVE, INC.",2016,,3321,0
AZ,ACAM II,"VALLEY TELEPHONE COOPERATIVE, INC.",2017,,3645,0
AZ,ACAM II,"VALLEY TELEPHONE COOPERATIVE, INC.",2018,,3798,0
AZ,ACAM II,"VALLEY TELEPHONE COOPERATIVE, INC.",2019,,3826,3217323.96
AZ,ACAM II,"VALLEY TELEPHONE COOPERATIVE, INC.",2020,,3882,9183277.92
AZ,CAF II,"CENTURYLINK, INC.",2015,,2215,4283195
AZ,CAF II,"CENTURYLINK, INC.",2016,,2875,14536393
AZ,CAF II,"CENTURYLINK, INC.",2017,9504,3197,24726068
AZ,CAF-BLS,MIDVALE TELEPHONE EXCHANGE,2018,,626,2003796
AZ,CAF II,"CENTURYLINK, INC.",2018,14255,4079,34852222
AZ,CAF II,"CENTURYLINK, INC.",2019,19007,9032,44941318
AZ,CAF II,"CENTURYLINK, INC.",2020,23758,24401,55030414
AZ,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2015,,4709,11171418
AZ,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2016,,6902,24452478
AZ,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2017,9108,8262,37733538
AZ,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2018,13661,12568,51014598
AZ,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2019,18215,14014,64295658
AZ,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2020,22768,15177,77576718
AZ,CAF-BLS,"FORT MOJAVE TEL, INC",2018,,3,953868
AZ,CAF-BLS,"FORT MOJAVE TEL, INC",2019,,5,1962873
AZ,CAF-BLS,"FORT MOJAVE TEL, INC",2020,,6,2855400
AZ,CAF-BLS,"GILA RIVER TELECOMMUNICATIONS, INC.",2016,,95,0
CA,ACAM,"TELEPHONE AND DATA SYSTEMS, INC.",2017,,85,2406009.24
CA,CAF II,AT&T INC.,2020,141540,145341,301202160
CA,ACAM,BRYAN FAMILY INC.,2016,,44,0
CA,ACAM,BRYAN FAMILY INC.,2017,,51,440667
CA,ACAM,BRYAN FAMILY INC.,2018,,75,875913
CA,ACAM,BRYAN FAMILY INC.,2019,,97,1311159
CA,ACAM,BRYAN FAMILY INC.,2020,22,106,1746405
CA,ACAM,LICT CORPORATION,2003,,6,0
CA,ACAM,LICT CORPORATION,2004,,93,0
CA,ACAM,LICT CORPORATION,2005,,180,0
CA,ACAM,LICT CORPORATION,2006,,180,0
CA,ACAM,LICT CORPORATION,2007,,197,0
CA,ACAM,LICT CORPORATION,2008,,220,0
CA,ACAM,LICT CORPORATION,2009,,244,0
CA,ACAM,LICT CORPORATION,2010,,260,0
CA,ACAM,LICT CORPORATION,2011,,260,0
CA,ACAM,LICT CORPORATION,2012,,359,0
CA,ACAM,LICT CORPORATION,2013,,362,0
CA,ACAM,LICT CORPORATION,2014,,362,0
CA,ACAM,LICT CORPORATION,2015,,432,0
CA,ACAM,LICT CORPORATION,2016,,587,0
CA,ACAM,LICT CORPORATION,2017,,598,1557012
CA,ACAM,LICT CORPORATION,2018,,659,3032076
CA,ACAM,LICT CORPORATION,2019,,659,4425192
CA,ACAM,LICT CORPORATION,2020,260,673,5736360
CA,ACAM,"TELEPHONE AND DATA SYSTEMS, INC.",2015,,47,0
CA,ACAM,"TELEPHONE AND DATA SYSTEMS, INC.",2016,,85,0
CA,ACAM,"TELEPHONE AND DATA SYSTEMS, INC.",2018,,95,5014547.04
CA,ACAM,"TELEPHONE AND DATA SYSTEMS, INC.",2019,,145,7891510.08
CA,ACAM,"TELEPHONE AND DATA SYSTEMS, INC.",2020,1058,443,10768473.12
CA,ACAM II,"VARCOMM HOLDINGS, INC.",2018,,1604,0
CA,ACAM II,"VARCOMM HOLDINGS, INC.",2019,,2341,915427.68
CA,ACAM II,"VARCOMM HOLDINGS, INC.",2020,,2521,2237730.36
CA,CAF II,AT&T INC.,2016,,960,60240432
CA,CAF II,AT&T INC.,2017,56616,12198,120480864
CA,CAF II,AT&T INC.,2018,84924,19914,180721296
CA,CAF II,AT&T INC.,2019,113232,47182,240961728
CA,CAF II,"CONSOLIDATED COMMUNICATIONS, INC.",2016,,145,3784122
CA,CAF II,"CONSOLIDATED COMMUNICATIONS, INC.",2017,29,152,6109164
CA,CAF II,"CONSOLIDATED COMMUNICATIONS, INC.",2018,43,152,6975126
CA,CAF II,"CONSOLIDATED COMMUNICATIONS, INC.",2019,57,503,6989958
CA,CAF II,"CONSOLIDATED COMMUNICATIONS, INC.",2020,71,808,7004790
CA,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2015,,8795,3933434
CA,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2016,,9926,10538311
CA,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2017,36090,37967,46259725
CA,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2018,54135,52883,84449286
CA,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2019,72180,67534,122524110
CA,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2020,90224,78532,160598934
CA,CAF II Auc,"CALIFORNIA INTERNET HOLDINGS, L.P.",2020,,253,8262901.68
CA,CAF II Auc,HANKINS INFORMATION TECHNOLOGY,2020,,274,143349.66
CA,CAF-BLS,CALAVERAS COMMUNICATIONS COMPANY,2016,,499,0
CA,CAF-BLS,CALAVERAS COMMUNICATIONS COMPANY,2017,,962,1596786
CA,CAF-BLS,CALAVERAS COMMUNICATIONS COMPANY,2018,,1267,3105780
CA,CAF-BLS,CALAVERAS COMMUNICATIONS COMPANY,2019,,1486,4631976
CA,CAF-BLS,CALAVERAS COMMUNICATIONS COMPANY,2020,,2824,6018654
CA,CAF-BLS,"PONDEROSA COMMUNICATIONS, INC.",2016,,186,0
CA,CAF-BLS,"PONDEROSA COMMUNICATIONS, INC.",2017,,484,3285624
CA,CAF-BLS,"PONDEROSA COMMUNICATIONS, INC.",2018,,510,6656976
CA,CAF-BLS,"PONDEROSA COMMUNICATIONS, INC.",2019,,898,10171068
CA,CAF-BLS,"PONDEROSA COMMUNICATIONS, INC.",2020,,1147,13463682
CA,CAF-BLS,SEBASTIAN ENTERPRISES,2016,,969,0
CA,CAF-BLS,SEBASTIAN ENTERPRISES,2017,,1305,3141822
CA,CAF-BLS,SEBASTIAN ENTERPRISES,2018,,2631,6303192
CA,CAF-BLS,SEBASTIAN ENTERPRISES,2019,,3333,9672024
CA,CAF-BLS,SEBASTIAN ENTERPRISES,2020,,3624,13229496
CA,CAF-BLS,SIERRA TEL COMMUNICATIONS GROUP,2019,,362,4877904
CA,CAF-BLS,SIERRA TEL COMMUNICATIONS GROUP,2020,,6015,9371880
CA,CAF-BLS,"SISKIYOU COMMUNICATIONS, INC.",2019,,1810,4258188
CA,CAF-BLS,"SISKIYOU COMMUNICATIONS, INC.",2020,,2058,8155110
CA,CAF-BLS,VOLCANO COMMUNICATIONS COMPANY,2016,,2308,0
CA,CAF-BLS,VOLCANO COMMUNICATIONS COMPANY,2017,,3607,2431596
CA,CAF-BLS,VOLCANO COMMUNICATIONS COMPANY,2018,,11356,5060556
CA,CAF-BLS,VOLCANO COMMUNICATIONS COMPANY,2019,,11531,7938348
CA,CAF-BLS,VOLCANO COMMUNICATIONS COMPANY,2020,,11716,10458528
CO,ACAM II,"USCONNECT HOLDINGS, INC.",2020,,2146,7174837.68
CO,CAF II Auc,PHILLIPS COUNTY TELEPHONE COMPANY,2020,,21,38730.24
CO,CAF-BLS,BLANCA TEL CO,2016,,111,0
CO,CAF-BLS,BLANCA TEL CO,2017,,164,503477
CO,CAF-BLS,BLANCA TEL CO,2018,,164,1090650
CO,CAF-BLS,BLANCA TEL CO,2019,,164,1798890
CO,CAF-BLS,BLANCA TEL CO,2020,,309,2491206
CO,CAF-BLS,NUNN TEL CO,2016,,35,0
CO,CAF-BLS,NUNN TEL CO,2017,,35,449972
CO,CAF-BLS,NUNN TEL CO,2018,,107,905420
CO,CAF-BLS,NUNN TEL CO,2019,,155,1362462
CO,CAF-BLS,NUNN TEL CO,2020,,224,1767648
CO,ACAM,BIJOU TEL COOP ASSOC,2016,,180,0
CO,ACAM,BIJOU TEL COOP ASSOC,2017,,205,917259.36
CO,ACAM,BIJOU TEL COOP ASSOC,2018,,205,2071922.16
CO,ACAM,BIJOU TEL COOP ASSOC,2019,,465,3258408.72
CO,ACAM,BIJOU TEL COOP ASSOC,2020,364,509,4444895.28
CO,ACAM,NUCLA-NATURITA TEL,2017,,13,976471.44
CO,ACAM,NUCLA-NATURITA TEL,2018,,24,2249688
CO,ACAM,NUCLA-NATURITA TEL,2019,,25,3650115.96
CO,ACAM,NUCLA-NATURITA TEL,2020,243,39,5050543.92
CO,ACAM,PINE DRIVE TEL CO,2016,,842,0
CO,ACAM,PINE DRIVE TEL CO,2017,,863,863006.04
CO,ACAM,PINE DRIVE TEL CO,2018,,932,1816854.96
CO,ACAM,PINE DRIVE TEL CO,2019,,960,2830717.44
CO,ACAM,PINE DRIVE TEL CO,2020,384,962,3844579.92
CO,ACAM,RICO TEL CO,2018,,24,179245.44
CO,ACAM,RICO TEL CO,2019,,24,358000.32
CO,ACAM,RICO TEL CO,2020,106,298,536755.2
CO,ACAM,"TELEPHONE AND DATA SYSTEMS, INC.",2015,,165,0
CO,ACAM,"TELEPHONE AND DATA SYSTEMS, INC.",2016,,242,0
CO,ACAM,"TELEPHONE AND DATA SYSTEMS, INC.",2017,,270,1620950.28
CO,ACAM,"TELEPHONE AND DATA SYSTEMS, INC.",2018,,274,3412526.88
CO,ACAM,"TELEPHONE AND DATA SYSTEMS, INC.",2019,,499,5259241.92
CO,ACAM,"TELEPHONE AND DATA SYSTEMS, INC.",2020,1176,1322,7105956.96
CO,ACAM,"TOWNES TELECOMMUNICATIONS, INC.",2017,,32,455333.4
CO,ACAM,"TOWNES TELECOMMUNICATIONS, INC.",2018,,32,948995.04
CO,ACAM,"TOWNES TELECOMMUNICATIONS, INC.",2019,,181,1553411.4
CO,ACAM,"TOWNES TELECOMMUNICATIONS, INC.",2020,67,181,2157827.76
CO,ACAM II,AGATE MUTUAL TELEPHONE COOPERATIVE ASSOCIATION,2017,,5,0
CO,ACAM II,AGATE MUTUAL TELEPHONE COOPERATIVE ASSOCIATION,2018,,6,0
CO,ACAM II,AGATE MUTUAL TELEPHONE COOPERATIVE ASSOCIATION,2019,,8,128314.92
CO,ACAM II,AGATE MUTUAL TELEPHONE COOPERATIVE ASSOCIATION,2020,,45,390230.64
CO,ACAM II,"EASTERN SLOPE RURAL TELEPHONE ASSOCIATION, INC.",2000,,4,0
CO,ACAM II,"EASTERN SLOPE RURAL TELEPHONE ASSOCIATION, INC.",2001,,6,0
CO,ACAM II,"EASTERN SLOPE RURAL TELEPHONE ASSOCIATION, INC.",2002,,10,0
CO,ACAM II,"EASTERN SLOPE RURAL TELEPHONE ASSOCIATION, INC.",2003,,18,0
CO,ACAM II,"EASTERN SLOPE RURAL TELEPHONE ASSOCIATION, INC.",2004,,38,0
CO,ACAM II,"EASTERN SLOPE RURAL TELEPHONE ASSOCIATION, INC.",2005,,158,0
CO,ACAM II,"EASTERN SLOPE RURAL TELEPHONE ASSOCIATION, INC.",2006,,244,0
CO,ACAM II,"EASTERN SLOPE RURAL TELEPHONE ASSOCIATION, INC.",2007,,349,0
CO,ACAM II,"EASTERN SLOPE RURAL TELEPHONE ASSOCIATION, INC.",2008,,391,0
CO,ACAM II,"EASTERN SLOPE RURAL TELEPHONE ASSOCIATION, INC.",2009,,453,0
CO,ACAM II,"EASTERN SLOPE RURAL TELEPHONE ASSOCIATION, INC.",2010,,513,0
CO,ACAM II,"EASTERN SLOPE RURAL TELEPHONE ASSOCIATION, INC.",2011,,567,0
CO,ACAM II,"EASTERN SLOPE RURAL TELEPHONE ASSOCIATION, INC.",2012,,617,0
CO,ACAM II,"EASTERN SLOPE RURAL TELEPHONE ASSOCIATION, INC.",2013,,681,0
CO,ACAM II,"EASTERN SLOPE RURAL TELEPHONE ASSOCIATION, INC.",2014,,765,0
CO,ACAM II,"EASTERN SLOPE RURAL TELEPHONE ASSOCIATION, INC.",2015,,880,0
CO,ACAM II,"EASTERN SLOPE RURAL TELEPHONE ASSOCIATION, INC.",2016,,953,0
CO,ACAM II,"EASTERN SLOPE RURAL TELEPHONE ASSOCIATION, INC.",2017,,1353,0
CO,ACAM II,"EASTERN SLOPE RURAL TELEPHONE ASSOCIATION, INC.",2018,,2163,0
CO,ACAM II,"EASTERN SLOPE RURAL TELEPHONE ASSOCIATION, INC.",2019,,2331,2542516.68
CO,ACAM II,"EASTERN SLOPE RURAL TELEPHONE ASSOCIATION, INC.",2020,,2389,6594999.36
CO,ACAM II,"FARMERS TELEPHONE COMPANY, INC.",2015,,3,0
CO,ACAM II,"FARMERS TELEPHONE COMPANY, INC.",2016,,264,0
CO,ACAM II,"FARMERS TELEPHONE COMPANY, INC.",2017,,296,0
CO,ACAM II,"FARMERS TELEPHONE COMPANY, INC.",2018,,356,0
CO,ACAM II,"FARMERS TELEPHONE COMPANY, INC.",2019,,364,717160.56
CO,ACAM II,"FARMERS TELEPHONE COMPANY, INC.",2020,,376,1731699.12
CO,ACAM II,PHILLIPS COUNTY TELEPHONE CO.,2009,,213,0
CO,ACAM II,PHILLIPS COUNTY TELEPHONE CO.,2010,,496,0
CO,ACAM II,PHILLIPS COUNTY TELEPHONE CO.,2011,,550,0
CO,ACAM II,PHILLIPS COUNTY TELEPHONE CO.,2012,,736,0
CO,ACAM II,PHILLIPS COUNTY TELEPHONE CO.,2013,,830,0
CO,ACAM II,PHILLIPS COUNTY TELEPHONE CO.,2014,,897,0
CO,ACAM II,PHILLIPS COUNTY TELEPHONE CO.,2015,,904,0
CO,ACAM II,PHILLIPS COUNTY TELEPHONE CO.,2016,,939,0
CO,ACAM II,PHILLIPS COUNTY TELEPHONE CO.,2017,,939,0
CO,ACAM II,PHILLIPS COUNTY TELEPHONE CO.,2018,,955,0
CO,ACAM II,PHILLIPS COUNTY TELEPHONE CO.,2019,,965,810287.76
CO,ACAM II,PHILLIPS COUNTY TELEPHONE CO.,2020,,966,2421653.16
CO,ACAM II,PLAINS COOP TEL ASSN,2013,,527,0
CO,ACAM II,PLAINS COOP TEL ASSN,2014,,901,0
CO,ACAM II,PLAINS COOP TEL ASSN,2015,,1064,0
CO,ACAM II,PLAINS COOP TEL ASSN,2016,,1064,0
CO,ACAM II,PLAINS COOP TEL ASSN,2017,,1064,0
CO,ACAM II,PLAINS COOP TEL ASSN,2018,,1064,0
CO,ACAM II,PLAINS COOP TEL ASSN,2019,,1068,1832624.4
CO,ACAM II,PLAINS COOP TEL ASSN,2020,,1078,5047114.8
CO,ACAM II,ROGGEN TELEPHONE COOPERATIVE COMPANY,2017,,13,0
CO,ACAM II,ROGGEN TELEPHONE COOPERATIVE COMPANY,2018,,55,0
CO,ACAM II,ROGGEN TELEPHONE COOPERATIVE COMPANY,2019,,85,239665.2
CO,ACAM II,ROGGEN TELEPHONE COOPERATIVE COMPANY,2020,,89,682376.4
CO,ACAM II,STONEHAM COOPERATIVE TELEPHONE CORPORATION,2017,,56,0
CO,ACAM II,STONEHAM COOPERATIVE TELEPHONE CORPORATION,2018,,56,0
CO,ACAM II,STONEHAM COOPERATIVE TELEPHONE CORPORATION,2019,,56,215662.2
CO,ACAM II,STONEHAM COOPERATIVE TELEPHONE CORPORATION,2020,,56,454766.4
CO,ACAM II,"USCONNECT HOLDINGS, INC.",2016,,36,0
CO,ACAM II,"USCONNECT HOLDINGS, INC.",2017,,118,0
CO,ACAM II,"USCONNECT HOLDINGS, INC.",2018,,275,0
CO,ACAM II,"USCONNECT HOLDINGS, INC.",2019,,1789,3086691.84
CO,ACAM II,WIGGINS TEL ASSOC,2016,,1590,0
CO,ACAM II,WIGGINS TEL ASSOC,2017,,1590,0
CO,ACAM II,WIGGINS TEL ASSOC,2018,,1590,0
CO,ACAM II,WIGGINS TEL ASSOC,2019,,1753,1810493.64
CO,ACAM II,WIGGINS TEL ASSOC,2020,,1853,4754855.28
CO,ACAM II,WILLARD TEL CO,2017,,58,0
CO,ACAM II,WILLARD TEL CO,2018,,58,0
CO,ACAM II,WILLARD TEL CO,2019,,58,185907.36
CO,ACAM II,WILLARD TEL CO,2020,,60,408831.72
CO,CAF II,"CENTURYLINK, INC.",2015,,472,14532785
CO,CAF II,"CENTURYLINK, INC.",2016,,821,48249034
CO,CAF II,"CENTURYLINK, INC.",2017,21256,1084,79175434
