"zcta5","county","tract","bg","cntyname","zipname","pop10","afact"
"ZIP census tabulation area","County code","Tract","Block group","County name","ZCTA name","Population (2010)","zcta5 to bg allocation factor"
"72019","05125","0103.01","1","Saline AR","Benton, AR",950,0.0407 
"72019","05125","0103.01","2","Saline AR","Benton, AR",1065,0.0456 
"72019","05125","0103.01","3","Saline AR","Benton, AR",1367,0.0586 
"72019","05125","0103.02","1","Saline AR","Benton, AR",833,0.0357 
"72019","05125","0103.02","2","Saline AR","Benton, AR",2233,0.0956 
"72019","05125","0103.03","1","Saline AR","Benton, AR",990,0.0424 
"72019","05125","0103.03","2","Saline AR","Benton, AR",1774,0.076 
"72019","05125","0103.03","3","Saline AR","Benton, AR",828,0.0355 
"72019","05125","0105.06","3","Saline AR","Benton, AR",116,0.005 
"72019","05125","0105.07","2","Saline AR","Benton, AR",1170,0.0501 
"72019","05125","0105.07","3","Saline AR","Benton, AR",197,0.0084 
"72019","05125","0105.08","1","Saline AR","Benton, AR",201,0.0086 
"72019","05125","0105.08","2","Saline AR","Benton, AR",1415,0.0606 
"72019","05125","0105.08","3","Saline AR","Benton, AR",2011,0.0861 
"72019","05125","0105.10","1","Saline AR","Benton, AR",331,0.0142 
"72019","05125","0105.10","2","Saline AR","Benton, AR",7,0.0003 
"72019","05125","0105.10","3","Saline AR","Benton, AR",2475,0.106 
"72019","05125","0105.11","1","Saline AR","Benton, AR",100,0.0043 
"72019","05125","0105.11","2","Saline AR","Benton, AR",2938,0.1258 
"72019","05125","0105.12","1","Saline AR","Benton, AR",738,0.0316 
"72019","05125","0105.12","2","Saline AR","Benton, AR",1607,0.0688 
"72020","05063","4908.00","1","Independence AR","Bradford, AR",269,0.0626 
"72020","05063","4908.00","2","Independence AR","Bradford, AR",165,0.0384 
"72020","05067","4805.00","1","Jackson AR","Bradford, AR",1876,0.4368 
"72020","05145","0701.00","1","White AR","Bradford, AR",391,0.091 
"72020","05145","0701.00","2","White AR","Bradford, AR",452,0.1052 
"72020","05145","0701.00","3","White AR","Bradford, AR",1142,0.2659 
"72021","05095","9501.00","1","Monroe AR","Brinkley, AR",608,0.1398 
"72021","05095","9501.00","2","Monroe AR","Brinkley, AR",624,0.1435 
"72021","05095","9501.00","3","Monroe AR","Brinkley, AR",1513,0.348 
"72021","05095","9501.00","4","Monroe AR","Brinkley, AR",919,0.2114 
"72021","05095","9502.00","1","Monroe AR","Brinkley, AR",67,0.0154 
"72021","05095","9502.00","2","Monroe AR","Brinkley, AR",13,0.003 
"72021","05095","9503.00","2","Monroe AR","Brinkley, AR",596,0.1371 
"72021","05147","4901.00","5","Woodruff AR","Brinkley, AR",8,0.0018 
"72022","05125","0101.03","1","Saline AR","Bryant, AR",2754,0.193 
"72022","05125","0101.03","2","Saline AR","Bryant, AR",279,0.0196 
"72022","05125","0101.03","3","Saline AR","Bryant, AR",1956,0.1371 
"72022","05125","0104.04","1","Saline AR","Bryant, AR",1494,0.1047 
"72022","05125","0104.04","2","Saline AR","Bryant, AR",459,0.0322 
"72022","05125","0104.04","3","Saline AR","Bryant, AR",1245,0.0872 
"72022","05125","0104.04","4","Saline AR","Bryant, AR",1101,0.0772 
"72022","05125","0104.04","5","Saline AR","Bryant, AR",1173,0.0822 
"72022","05125","0105.10","1","Saline AR","Bryant, AR",2780,0.1948 
"72022","05125","0105.10","2","Saline AR","Bryant, AR",756,0.053 
"72022","05125","0105.10","3","Saline AR","Bryant, AR",273,0.0191 
"72023","05045","0303.03","1","Faulkner AR","Cabot, AR",110,0.0031 
"72023","05085","0201.01","1","Lonoke AR","Cabot, AR",3873,0.1106 
"72023","05085","0201.03","1","Lonoke AR","Cabot, AR",1984,0.0566 
"72023","05085","0201.04","1","Lonoke AR","Cabot, AR",1308,0.0373 
"72023","05085","0201.04","2","Lonoke AR","Cabot, AR",316,0.009 
"72023","05085","0202.01","1","Lonoke AR","Cabot, AR",1379,0.0394 
"72023","05085","0202.01","2","Lonoke AR","Cabot, AR",2350,0.0671 
"72023","05085","0202.02","1","Lonoke AR","Cabot, AR",1883,0.0538 
"72023","05085","0202.02","2","Lonoke AR","Cabot, AR",1184,0.0338 
"72023","05085","0202.02","3","Lonoke AR","Cabot, AR",500,0.0143 
"72023","05085","0202.04","1","Lonoke AR","Cabot, AR",3077,0.0878 
"72023","05085","0202.04","2","Lonoke AR","Cabot, AR",2458,0.0702 
"72023","05085","0202.05","1","Lonoke AR","Cabot, AR",1245,0.0355 
"72023","05085","0202.05","2","Lonoke AR","Cabot, AR",1246,0.0356 
"72023","05085","0202.05","3","Lonoke AR","Cabot, AR",2503,0.0715 
"72023","05085","0202.06","1","Lonoke AR","Cabot, AR",4110,0.1173 
"72023","05085","0203.02","1","Lonoke AR","Cabot, AR",2065,0.059 
"72023","05119","0034.03","1","Pulaski AR","Cabot, AR",430,0.0123 
"72023","05119","0034.03","2","Pulaski AR","Cabot, AR",372,0.0106 
"72023","05119","0034.04","1","Pulaski AR","Cabot, AR",1569,0.0448 
"72023","05119","0034.04","2","Pulaski AR","Cabot, AR",787,0.0225 
"72023","05119","0034.04","3","Pulaski AR","Cabot, AR",277,0.0079 
"72024","05085","0201.04","3","Lonoke AR","Carlisle, AR",325,0.086 
"72024","05085","0203.02","2","Lonoke AR","Carlisle, AR",17,0.0045 
"72024","05085","0204.00","1","Lonoke AR","Carlisle, AR",788,0.2086 
"72024","05085","0204.00","2","Lonoke AR","Carlisle, AR",1219,0.3227 
"72024","05085","0204.00","3","Lonoke AR","Carlisle, AR",1088,0.2881 
"72024","05085","0205.00","1","Lonoke AR","Carlisle, AR",63,0.0167 
"72024","05085","0205.00","2","Lonoke AR","Carlisle, AR",19,0.005 
"72024","05085","0208.00","1","Lonoke AR","Carlisle, AR",22,0.0058 
"72024","05085","0208.00","2","Lonoke AR","Carlisle, AR",3,0.0008 
"72024","05117","4601.00","1","Prairie AR","Carlisle, AR",207,0.0548 
"72024","05117","4602.00","1","Prairie AR","Carlisle, AR",26,0.0069 
"72025","05029","9506.00","1","Conway AR","Casa, AR",144,0.17 
"72025","05105","9529.00","2","Perry AR","Casa, AR",681,0.804 
"72025","05149","9525.00","4","Yell AR","Casa, AR",22,0.026 
"72026","05001","4801.00","1","Arkansas AR","Casscoe, AR",393,1 
"72027","05029","9501.00","1","Conway AR","Center Ridge, AR",517,0.3649 
"72027","05029","9501.00","2","Conway AR","Center Ridge, AR",900,0.6351 
"72029","05095","9502.00","1","Monroe AR","Clarendon, AR",912,0.477 
"72029","05095","9502.00","2","Monroe AR","Clarendon, AR",795,0.4158 
"72029","05095","9503.00","2","Monroe AR","Clarendon, AR",205,0.1072 
"72030","05029","9501.00","2","Conway AR","Cleveland, AR",315,0.4468 
"72030","05029","9502.00","1","Conway AR","Cleveland, AR",158,0.2241 
"72030","05141","4602.00","1","Van Buren AR","Cleveland, AR",232,0.3291 
"72031","05029","9501.00","1","Conway AR","Clinton, AR",64,0.0083 
"72031","05029","9501.00","2","Conway AR","Clinton, AR",58,0.0075 
"72031","05137","9501.00","3","Stone AR","Clinton, AR",166,0.0216 
"72031","05141","4601.00","1","Van Buren AR","Clinton, AR",1251,0.1628 
"72031","05141","4601.00","2","Van Buren AR","Clinton, AR",769,0.1001 
"72031","05141","4602.00","1","Van Buren AR","Clinton, AR",245,0.0319 
"72031","05141","4602.00","2","Van Buren AR","Clinton, AR",1167,0.1519 
"72031","05141","4602.00","3","Van Buren AR","Clinton, AR",1488,0.1937 
"72031","05141","4603.01","1","Van Buren AR","Clinton, AR",3,0.0004 
"72031","05141","4603.02","3","Van Buren AR","Clinton, AR",1742,0.2267 
"72031","05141","4604.00","4","Van Buren AR","Clinton, AR",730,0.095 
"72032","05045","0302.00","2","Faulkner AR","Conway, AR",174,0.0055 
"72032","05045","0303.01","1","Faulkner AR","Conway, AR",1144,0.0364 
"72032","05045","0303.01","2","Faulkner AR","Conway, AR",1253,0.0399 
"72032","05045","0303.01","3","Faulkner AR","Conway, AR",2515,0.08 
"72032","05045","0303.02","2","Faulkner AR","Conway, AR",106,0.0034 
"72032","05045","0303.03","1","Faulkner AR","Conway, AR",1042,0.0331 
"72032","05045","0303.03","2","Faulkner AR","Conway, AR",474,0.0151 
"72032","05045","0304.01","1","Faulkner AR","Conway, AR",1719,0.0547 
"72032","05045","0304.01","2","Faulkner AR","Conway, AR",541,0.0172 
"72032","05045","0304.02","1","Faulkner AR","Conway, AR",1045,0.0332 
"72032","05045","0304.02","2","Faulkner AR","Conway, AR",2512,0.0799 
"72032","05045","0304.03","1","Faulkner AR","Conway, AR",1313,0.0418 
"72032","05045","0304.03","2","Faulkner AR","Conway, AR",2060,0.0655 
"72032","05045","0304.04","1","Faulkner AR","Conway, AR",1332,0.0424 
"72032","05045","0304.04","2","Faulkner AR","Conway, AR",1282,0.0408 
"72032","05045","0305.01","3","Faulkner AR","Conway, AR",18,0.0006 
"72032","05045","0305.02","1","Faulkner AR","Conway, AR",2585,0.0822 
"72032","05045","0305.02","2","Faulkner AR","Conway, AR",1830,0.0582 
"72032","05045","0307.01","1","Faulkner AR","Conway, AR",454,0.0144 
"72032","05045","0307.01","2","Faulkner AR","Conway, AR",1931,0.0614 
"72032","05045","0307.02","1","Faulkner AR","Conway, AR",1761,0.056 
"72032","05045","0307.02","2","Faulkner AR","Conway, AR",4,0.0001 
"72032","05045","0309.00","3","Faulkner AR","Conway, AR",525,0.0167 
"72032","05045","0310.06","2","Faulkner AR","Conway, AR",398,0.0127 
"72032","05045","0311.01","1","Faulkner AR","Conway, AR",2042,0.065 
"72032","05045","0311.01","2","Faulkner AR","Conway, AR",1151,0.0366 
"72032","05045","0311.02","2","Faulkner AR","Conway, AR",225,0.0072 
"72034","05045","0305.01","1","Faulkner AR","Conway, AR",3042,0.068 
"72034","05045","0305.01","2","Faulkner AR","Conway, AR",6020,0.1346 
"72034","05045","0305.01","3","Faulkner AR","Conway, AR",1770,0.0396 
"72034","05045","0306.00","1","Faulkner AR","Conway, AR",2279,0.051 
"72034","05045","0306.00","2","Faulkner AR","Conway, AR",1686,0.0377 
"72034","05045","0306.00","3","Faulkner AR","Conway, AR",1367,0.0306 
"72034","05045","0307.01","1","Faulkner AR","Conway, AR",1406,0.0314 
"72034","05045","0307.02","2","Faulkner AR","Conway, AR",1300,0.0291 
"72034","05045","0307.02","3","Faulkner AR","Conway, AR",991,0.0222 
"72034","05045","0308.00","1","Faulkner AR","Conway, AR",944,0.0211 
"72034","05045","0308.00","2","Faulkner AR","Conway, AR",1038,0.0232 
"72034","05045","0308.00","3","Faulkner AR","Conway, AR",374,0.0084 
"72034","05045","0308.00","4","Faulkner AR","Conway, AR",1022,0.0229 
"72034","05045","0308.00","5","Faulkner AR","Conway, AR",1033,0.0231 
"72034","05045","0309.00","1","Faulkner AR","Conway, AR",1386,0.031 
"72034","05045","0309.00","2","Faulkner AR","Conway, AR",1240,0.0277 
"72034","05045","0309.00","3","Faulkner AR","Conway, AR",490,0.011 
"72034","05045","0310.01","1","Faulkner AR","Conway, AR",1541,0.0345 
"72034","05045","0310.01","2","Faulkner AR","Conway, AR",2457,0.0549 
"72034","05045","0310.03","1","Faulkner AR","Conway, AR",1634,0.0365 
"72034","05045","0310.03","2","Faulkner AR","Conway, AR",635,0.0142 
"72034","05045","0310.05","1","Faulkner AR","Conway, AR",1336,0.0299 
"72034","05045","0310.05","2","Faulkner AR","Conway, AR",5267,0.1178 
"72034","05045","0310.06","1","Faulkner AR","Conway, AR",1810,0.0405 
"72034","05045","0310.06","2","Faulkner AR","Conway, AR",1537,0.0344 
"72034","05045","0311.02","1","Faulkner AR","Conway, AR",65,0.0015 
"72034","05045","0311.02","2","Faulkner AR","Conway, AR",1053,0.0235 
"72035","05045","0308.00","3","Faulkner AR","Conway, AR",1083,1 
"72036","05095","9501.00","3","Monroe AR","Cotton Plant, AR",49,0.06 
"72036","05147","4901.00","4","Woodruff AR","Cotton Plant, AR",448,0.5483 
"72036","05147","4901.00","5","Woodruff AR","Cotton Plant, AR",320,0.3917 
"72037","05085","0208.00","1","Lonoke AR","Coy, AR",28,1 
"72038","05001","4801.00","1","Arkansas AR","Crocketts Bluff, AR",74,1 
"72039","05045","0301.01","1","Faulkner AR","Damascus, AR",740,0.3473 
"72039","05045","0301.01","2","Faulkner AR","Damascus, AR",364,0.1708 
"72039","05045","0301.04","1","Faulkner AR","Damascus, AR",119,0.0558 
"72039","05141","4604.00","2","Van Buren AR","Damascus, AR",520,0.244 
"72039","05141","4604.00","3","Van Buren AR","Damascus, AR",388,0.1821 
"72040","05117","4601.00","1","Prairie AR","Des Arc, AR",234,0.0816 
"72040","05117","4601.00","2","Prairie AR","Des Arc, AR",819,0.2857 
"72040","05117","4601.00","3","Prairie AR","Des Arc, AR",905,0.3157 
"72040","05117","4601.00","4","Prairie AR","Des Arc, AR",909,0.3171 
"72041","05117","4602.00","1","Prairie AR","De Valls Bluff, AR",9,0.0062 
"72041","05117","4603.00","1","Prairie AR","De Valls Bluff, AR",560,0.3844 
"72041","05117","4603.00","2","Prairie AR","De Valls Bluff, AR",869,0.5964 
"72041","05117","4603.00","3","Prairie AR","De Valls Bluff, AR",19,0.013 
"72042","05001","4801.00","1","Arkansas AR","DeWitt, AR",25,0.0048 
"72042","05001","4801.00","2","Arkansas AR","DeWitt, AR",230,0.0446 
"72042","05001","4806.00","1","Arkansas AR","DeWitt, AR",641,0.1242 
"72042","05001","4806.00","2","Arkansas AR","DeWitt, AR",1044,0.2023 
"72042","05001","4807.00","1","Arkansas AR","DeWitt, AR",912,0.1767 
"72042","05001","4807.00","2","Arkansas AR","DeWitt, AR",1057,0.2048 
"72042","05001","4807.00","3","Arkansas AR","DeWitt, AR",996,0.193 
"72042","05001","4808.00","1","Arkansas AR","DeWitt, AR",256,0.0496 
"72044","05023","4802.01","1","Cleburne AR","Edgemont, AR",712,0.8082 
"72044","05137","9501.00","4","Stone AR","Edgemont, AR",169,0.1918 
"72045","05145","0710.00","2","White AR","El Paso, AR",320,0.278 
"72045","05145","0710.00","3","White AR","El Paso, AR",831,0.722 
"72046","05069","0023.00","1","Jefferson AR","England, AR",243,0.0544 
"72046","05069","0023.00","2","Jefferson AR","England, AR",32,0.0072 
"72046","05085","0206.00","2","Lonoke AR","England, AR",168,0.0376 
"72046","05085","0207.00","1","Lonoke AR","England, AR",893,0.1998 
"72046","05085","0207.00","2","Lonoke AR","England, AR",1078,0.2412 
"72046","05085","0207.00","3","Lonoke AR","England, AR",1018,0.2277 
"72046","05085","0208.00","1","Lonoke AR","England, AR",530,0.1186 
"72046","05085","0208.00","2","Lonoke AR","England, AR",149,0.0333 
"72046","05119","0039.00","2","Pulaski AR","England, AR",359,0.0803 
"72047","05045","0302.00","1","Faulkner AR","Enola, AR",438,0.452 
"72047","05045","0302.00","2","Faulkner AR","Enola, AR",465,0.4799 
"72047","05045","0302.00","3","Faulkner AR","Enola, AR",66,0.0681 
"72048","05001","4801.00","2","Arkansas AR","Ethel, AR",114,1 
"72051","05137","9501.00","3","Stone AR","Fox, AR",292,0.4695 
"72051","05137","9501.00","4","Stone AR","Fox, AR",271,0.4357 
"72051","05137","9502.02","1","Stone AR","Fox, AR",59,0.0949 
"72055","05001","4808.00","1","Arkansas AR","Gillett, AR",149,0.1755 
"72055","05001","4808.00","2","Arkansas AR","Gillett, AR",700,0.8245 
"72057","05053","4701.00","3","Grant AR","Grapevine, AR",1070,1 
"72058","05045","0301.01","1","Faulkner AR","Greenbrier, AR",234,0.0147 
"72058","05045","0301.01","2","Faulkner AR","Greenbrier, AR",1635,0.1028 
"72058","05045","0301.02","1","Faulkner AR","Greenbrier, AR",1215,0.0764 
"72058","05045","0301.02","2","Faulkner AR","Greenbrier, AR",2194,0.1379 
"72058","05045","0301.02","3","Faulkner AR","Greenbrier, AR",1389,0.0873 
"72058","05045","0301.03","1","Faulkner AR","Greenbrier, AR",1640,0.1031 
"72058","05045","0301.03","2","Faulkner AR","Greenbrier, AR",1594,0.1002 
"72058","05045","0301.04","1","Faulkner AR","Greenbrier, AR",1488,0.0935 
"72058","05045","0301.04","2","Faulkner AR","Greenbrier, AR",3265,0.2052 
"72058","05045","0302.00","2","Faulkner AR","Greenbrier, AR",1257,0.079 
"72059","05147","4902.00","2","Woodruff AR","Gregory, AR (PO Boxes)",37,1 
"72060","05117","4601.00","2","Prairie AR","Griffithville, AR",161,0.2417 
"72060","05145","0711.00","1","White AR","Griffithville, AR",487,0.7312 
"72060","05145","0711.00","2","White AR","Griffithville, AR",18,0.027 
"72061","05045","0301.01","2","Faulkner AR","Guy, AR",149,0.596 
"72061","05045","0302.00","2","Faulkner AR","Guy, AR",101,0.404 
"72063","05029","9501.00","2","Conway AR","Hattieville, AR",81,0.0481 
"72063","05029","9502.00","1","Conway AR","Hattieville, AR",488,0.29 
"72063","05029","9502.00","3","Conway AR","Hattieville, AR",1063,0.6316 
"72063","05115","9510.00","1","Pope AR","Hattieville, AR",51,0.0303 
"72064","05117","4602.00","1","Prairie AR","Hazen, AR",901,0.3676 
"72064","05117","4602.00","2","Prairie AR","Hazen, AR",752,0.3068 
"72064","05117","4602.00","3","Prairie AR","Hazen, AR",798,0.3256 
"72065","05053","4701.00","2","Grant AR","East End, AR",300,0.0576 
"72065","05119","0040.05","2","Pulaski AR","East End, AR",724,0.139 
"72065","05125","0104.05","1","Saline AR","East End, AR",1537,0.2952 
"72065","05125","0104.05","2","Saline AR","East End, AR",1563,0.3002 
"72065","05125","0104.05","3","Saline AR","East End, AR",235,0.0451 
"72065","05125","0104.06","2","Saline AR","East End, AR",788,0.1513 
"72065","05125","0104.06","3","Saline AR","East End, AR",60,0.0115 
"72067","05023","4802.01","1","Cleburne AR","Higden, AR",390,0.1431 
"72067","05023","4802.02","3","Cleburne AR","Higden, AR",708,0.2597 
"72067","05023","4802.02","4","Cleburne AR","Higden, AR",755,0.277 
"72067","05023","4805.02","3","Cleburne AR","Higden, AR",604,0.2216 
"72067","05141","4604.00","1","Van Buren AR","Higden, AR",269,0.0987 
"72068","05145","0711.00","2","White AR","Higginson, AR",424,1 
"72069","05095","9502.00","2","Monroe AR","Holly Grove, AR",38,0.0278 
"72069","05095","9503.00","1","Monroe AR","Holly Grove, AR",335,0.2447 
"72069","05095","9503.00","2","Monroe AR","Holly Grove, AR",208,0.1519 
"72069","05095","9503.00","3","Monroe AR","Holly Grove, AR",696,0.5084 
"72069","05107","4802.00","2","Phillips AR","Holly Grove, AR",92,0.0672 
"72070","05105","9527.00","2","Perry AR","Houston, AR",696,0.3839 
"72070","05105","9527.00","3","Perry AR","Houston, AR",804,0.4435 
"72070","05105","9527.00","4","Perry AR","Houston, AR",115,0.0634 
"72070","05105","9528.00","3","Perry AR","Houston, AR",198,0.1092 
"72072","05085","0208.00","1","Lonoke AR","Humnoke, AR",45,0.0827 
"72072","05085","0208.00","2","Lonoke AR","Humnoke, AR",499,0.9173 
"72073","05001","4802.00","1","Arkansas AR","Humphrey, AR",162,0.1422 
"72073","05001","4802.00","2","Arkansas AR","Humphrey, AR",621,0.5452 
"72073","05069","0023.00","3","Jefferson AR","Humphrey, AR",356,0.3126 
"72074","05147","4901.00","5","Woodruff AR","Hunter, AR",167,1 
"72076","05045","0303.03","1","Faulkner AR","Jacksonville, AR",77,0.002 
"72076","05045","0303.03","2","Faulkner AR","Jacksonville, AR",123,0.0032 
"72076","05085","0203.01","1","Lonoke AR","Jacksonville, AR",1049,0.0276 
"72076","05085","0203.01","2","Lonoke AR","Jacksonville, AR",10,0.0003 
"72076","05085","0203.01","3","Lonoke AR","Jacksonville, AR",1089,0.0287 
"72076","05119","0034.02","1","Pulaski AR","Jacksonville, AR",766,0.0202 
"72076","05119","0034.02","3","Pulaski AR","Jacksonville, AR",56,0.0015 
"72076","05119","0034.02","4","Pulaski AR","Jacksonville, AR",184,0.0048 
"72076","05119","0034.03","1","Pulaski AR","Jacksonville, AR",553,0.0146 
"72076","05119","0034.03","2","Pulaski AR","Jacksonville, AR",1184,0.0312 
"72076","05119","0034.04","2","Pulaski AR","Jacksonville, AR",526,0.0138 
"72076","05119","0034.04","3","Pulaski AR","Jacksonville, AR",1855,0.0488 
"72076","05119","0035.00","1","Pulaski AR","Jacksonville, AR",788,0.0207 
"72076","05119","0035.00","2","Pulaski AR","Jacksonville, AR",929,0.0245 
"72076","05119","0035.00","3","Pulaski AR","Jacksonville, AR",580,0.0153 
"72076","05119","0036.04","1","Pulaski AR","Jacksonville, AR",1998,0.0526 
"72076","05119","0036.04","2","Pulaski AR","Jacksonville, AR",2316,0.061 
"72076","05119","0036.04","3","Pulaski AR","Jacksonville, AR",2072,0.0546 
"72076","05119","0036.05","1","Pulaski AR","Jacksonville, AR",1493,0.0393 
"72076","05119","0036.05","2","Pulaski AR","Jacksonville, AR",2092,0.0551 
"72076","05119","0036.05","3","Pulaski AR","Jacksonville, AR",859,0.0226 
"72076","05119","0036.05","4","Pulaski AR","Jacksonville, AR",980,0.0258 
"72076","05119","0036.06","1","Pulaski AR","Jacksonville, AR",1242,0.0327 
"72076","05119","0036.06","2","Pulaski AR","Jacksonville, AR",1053,0.0277 
"72076","05119","0036.06","3","Pulaski AR","Jacksonville, AR",301,0.0079 
"72076","05119","0036.07","1","Pulaski AR","Jacksonville, AR",1148,0.0302 
"72076","05119","0036.07","2","Pulaski AR","Jacksonville, AR",1968,0.0518 
"72076","05119","0036.07","3","Pulaski AR","Jacksonville, AR",1888,0.0497 
"72076","05119","0036.08","1","Pulaski AR","Jacksonville, AR",1647,0.0434 
"72076","05119","0036.08","2","Pulaski AR","Jacksonville, AR",2199,0.0579 
"72076","05119","0036.08","3","Pulaski AR","Jacksonville, AR",886,0.0233 
"72076","05119","0036.09","1","Pulaski AR","Jacksonville, AR",1263,0.0333 
"72076","05119","0036.09","2","Pulaski AR","Jacksonville, AR",1517,0.0399 
"72076","05119","0036.09","3","Pulaski AR","Jacksonville, AR",1288,0.0339 
"72079","05053","4701.00","2","Grant AR","Jefferson, AR",45,0.0573 
"72079","05069","0024.00","2","Jefferson AR","Jefferson, AR",741,0.9427 
"72080","05029","9502.00","1","Conway AR","Jerusalem, AR",472,0.713 
"72080","05115","9507.00","1","Pope AR","Jerusalem, AR",40,0.0604 
"72080","05141","4601.00","2","Van Buren AR","Jerusalem, AR",31,0.0468 
"72080","05141","4602.00","1","Van Buren AR","Jerusalem, AR",119,0.1798 
"72081","05145","0701.00","2","White AR","Judsonia, AR",333,0.0427 
"72081","05145","0702.00","3","White AR","Judsonia, AR",1463,0.1876 
"72081","05145","0705.00","1","White AR","Judsonia, AR",1125,0.1443 
"72081","05145","0705.00","2","White AR","Judsonia, AR",955,0.1225 
"72081","05145","0705.00","3","White AR","Judsonia, AR",1719,0.2204 
"72081","05145","0705.00","4","White AR","Judsonia, AR",2203,0.2825 
"72082","05145","0711.00","4","White AR","Kensett, AR",465,0.2403 
"72082","05145","0711.00","5","White AR","Kensett, AR",1470,0.7597 
"72083","05085","0206.00","2","Lonoke AR","Keo, AR",237,1 
"72084","05039","9701.00","2","Dallas AR","Leola, AR",251,0.2042 
"72084","05053","4703.00","1","Grant AR","Leola, AR",764,0.6216 
"72084","05059","0205.00","1","Hot Spring AR","Leola, AR",214,0.1741 
"72085","05145","0702.00","2","White AR","Letona, AR",220,1 
"72086","05085","0201.04","1","Lonoke AR","Lonoke, AR",986,0.0919 
"72086","05085","0201.04","2","Lonoke AR","Lonoke, AR",1003,0.0935 
"72086","05085","0201.04","3","Lonoke AR","Lonoke, AR",558,0.052 
"72086","05085","0203.01","2","Lonoke AR","Lonoke, AR",1528,0.1424 
"72086","05085","0203.01","3","Lonoke AR","Lonoke, AR",301,0.0281 
"72086","05085","0203.02","2","Lonoke AR","Lonoke, AR",1668,0.1555 
"72086","05085","0205.00","1","Lonoke AR","Lonoke, AR",1696,0.1581 
"72086","05085","0205.00","2","Lonoke AR","Lonoke, AR",943,0.0879 
"72086","05085","0205.00","3","Lonoke AR","Lonoke, AR",1898,0.1769 
"72086","05085","0206.00","1","Lonoke AR","Lonoke, AR",129,0.012 
"72086","05085","0206.00","2","Lonoke AR","Lonoke, AR",17,0.0016 
"72087","05051","0104.00","5","Garland AR","Lonsdale, AR",31,0.0151 
"72087","05051","0105.00","1","Garland AR","Lonsdale, AR",518,0.2526 
"72087","05051","0105.00","2","Garland AR","Lonsdale, AR",265,0.1292 
"72087","05125","0105.06","1","Saline AR","Lonsdale, AR",564,0.275 
"72087","05125","0105.06","3","Saline AR","Lonsdale, AR",149,0.0726 
"72087","05125","0105.08","1","Saline AR","Lonsdale, AR",505,0.2462 
"72087","05125","0105.08","2","Saline AR","Lonsdale, AR",19,0.0093 
"72088","05023","4802.01","1","Cleburne AR","Fairfield Bay, AR",183,0.0765 
"72088","05141","4603.01","1","Van Buren AR","Fairfield Bay, AR",685,0.2865 
"72088","05141","4603.02","1","Van Buren AR","Fairfield Bay, AR",503,0.2104 
"72088","05141","4603.02","2","Van Buren AR","Fairfield Bay, AR",1020,0.4266 
"72099","05119","0035.00","3","Pulaski AR","Jacksonville, AR",616,1 
"72101","05067","4804.00","2","Jackson AR","McCrory, AR",12,0.0036 
"72101","05067","4804.00","3","Jackson AR","McCrory, AR",195,0.0577 
"72101","05147","4901.00","1","Woodruff AR","McCrory, AR",355,0.1051 
"72101","05147","4901.00","2","Woodruff AR","McCrory, AR",686,0.2031 
"72101","05147","4901.00","3","Woodruff AR","McCrory, AR",742,0.2197 
"72101","05147","4901.00","5","Woodruff AR","McCrory, AR",562,0.1664 
"72101","05147","4901.00","6","Woodruff AR","McCrory, AR",742,0.2197 
"72101","05147","4902.00","1","Woodruff AR","McCrory, AR",84,0.0249 
"72102","05145","0710.00","1","White AR","Mc Rae, AR",1724,0.6001 
"72102","05145","0711.00","3","White AR","Mc Rae, AR",1149,0.3999 
"72103","05119","0040.06","4","Pulaski AR","Mabelvale, AR",92,0.007 
"72103","05119","0041.03","3","Pulaski AR","Mabelvale, AR",554,0.0424 
"72103","05119","0041.04","1","Pulaski AR","Mabelvale, AR",837,0.064 
"72103","05119","0041.05","1","Pulaski AR","Mabelvale, AR",211,0.0161 
"72103","05119","0041.05","2","Pulaski AR","Mabelvale, AR",55,0.0042 
"72103","05119","0041.05","3","Pulaski AR","Mabelvale, AR",2290,0.1751 
"72103","05125","0104.06","1","Saline AR","Mabelvale, AR",1894,0.1448 
"72103","05125","0104.06","2","Saline AR","Mabelvale, AR",828,0.0633 
"72103","05125","0104.06","3","Saline AR","Mabelvale, AR",705,0.0539 
"72103","05125","0104.07","1","Saline AR","Mabelvale, AR",932,0.0713 
"72103","05125","0104.08","1","Saline AR","Mabelvale, AR",230,0.0176 
"72103","05125","0104.08","2","Saline AR","Mabelvale, AR",1586,0.1213 
"72103","05125","0104.09","1","Saline AR","Mabelvale, AR",1738,0.1329 
"72103","05125","0104.09","2","Saline AR","Mabelvale, AR",1126,0.0861 
"72104","05059","0201.00","1","Hot Spring AR","Malvern, AR",2473,0.1059 
"72104","05059","0201.00","2","Hot Spring AR","Malvern, AR",1758,0.0753 
"72104","05059","0201.00","3","Hot Spring AR","Malvern, AR",1363,0.0584 
"72104","05059","0201.00","4","Hot Spring AR","Malvern, AR",1494,0.064 
"72104","05059","0202.00","1","Hot Spring AR","Malvern, AR",517,0.0221 
"72104","05059","0202.00","2","Hot Spring AR","Malvern, AR",979,0.0419 
"72104","05059","0202.00","3","Hot Spring AR","Malvern, AR",887,0.038 
"72104","05059","0202.00","4","Hot Spring AR","Malvern, AR",611,0.0262 
"72104","05059","0203.00","1","Hot Spring AR","Malvern, AR",1148,0.0492 
"72104","05059","0203.00","2","Hot Spring AR","Malvern, AR",1106,0.0474 
