"zcta5","county","tract","bg","cntyname","zipname","pop10","afact"
"ZIP census tabulation area","County code","Tract","Block group","County name","ZCTA name","Population (2010)","zcta5 to bg allocation factor"
"38769","05041","9501.00","1","Desha AR","Rosedale, MS",2,1 
"65729","05089","9603.00","1","Marion AR","Pontiac, MO",36,1 
"65733","05009","7902.00","2","Boone AR","Protem, MO",5,0.023 
"65733","05089","9603.00","4","Marion AR","Protem, MO",212,0.977 
"65761","05089","9603.00","4","Marion AR","Theodosia, MO",93,1 
"71601","05069","0005.02","1","Jefferson AR","Pine Bluff, AR",767,0.0443 
"71601","05069","0005.02","2","Jefferson AR","Pine Bluff, AR",1471,0.0849 
"71601","05069","0005.02","3","Jefferson AR","Pine Bluff, AR",1380,0.0796 
"71601","05069","0009.00","1","Jefferson AR","Pine Bluff, AR",1061,0.0612 
"71601","05069","0009.00","2","Jefferson AR","Pine Bluff, AR",967,0.0558 
"71601","05069","0009.00","3","Jefferson AR","Pine Bluff, AR",553,0.0319 
"71601","05069","0009.00","4","Jefferson AR","Pine Bluff, AR",577,0.0333 
"71601","05069","0010.00","1","Jefferson AR","Pine Bluff, AR",409,0.0236 
"71601","05069","0010.00","2","Jefferson AR","Pine Bluff, AR",379,0.0219 
"71601","05069","0010.00","3","Jefferson AR","Pine Bluff, AR",1088,0.0628 
"71601","05069","0012.00","1","Jefferson AR","Pine Bluff, AR",362,0.0209 
"71601","05069","0012.00","2","Jefferson AR","Pine Bluff, AR",253,0.0146 
"71601","05069","0012.00","3","Jefferson AR","Pine Bluff, AR",428,0.0247 
"71601","05069","0013.00","2","Jefferson AR","Pine Bluff, AR",294,0.017 
"71601","05069","0016.00","1","Jefferson AR","Pine Bluff, AR",704,0.0406 
"71601","05069","0016.00","2","Jefferson AR","Pine Bluff, AR",621,0.0358 
"71601","05069","0017.00","1","Jefferson AR","Pine Bluff, AR",730,0.0421 
"71601","05069","0017.00","2","Jefferson AR","Pine Bluff, AR",604,0.0349 
"71601","05069","0017.00","3","Jefferson AR","Pine Bluff, AR",531,0.0306 
"71601","05069","0017.00","4","Jefferson AR","Pine Bluff, AR",611,0.0353 
"71601","05069","0019.01","1","Jefferson AR","Pine Bluff, AR",1266,0.0731 
"71601","05069","0019.03","1","Jefferson AR","Pine Bluff, AR",54,0.0031 
"71601","05069","0019.03","2","Jefferson AR","Pine Bluff, AR",1467,0.0847 
"71601","05069","0025.00","1","Jefferson AR","Pine Bluff, AR",750,0.0433 
"71602","05053","4701.00","3","Grant AR","Pine Bluff, AR",245,0.0136 
"71602","05069","0003.01","1","Jefferson AR","Pine Bluff, AR",993,0.0552 
"71602","05069","0003.01","2","Jefferson AR","Pine Bluff, AR",930,0.0517 
"71602","05069","0003.01","3","Jefferson AR","Pine Bluff, AR",1515,0.0843 
"71602","05069","0003.02","1","Jefferson AR","Pine Bluff, AR",1763,0.098 
"71602","05069","0003.02","2","Jefferson AR","Pine Bluff, AR",789,0.0439 
"71602","05069","0003.02","3","Jefferson AR","Pine Bluff, AR",1428,0.0794 
"71602","05069","0003.02","4","Jefferson AR","Pine Bluff, AR",718,0.0399 
"71602","05069","0003.02","5","Jefferson AR","Pine Bluff, AR",1243,0.0691 
"71602","05069","0003.03","1","Jefferson AR","Pine Bluff, AR",830,0.0462 
"71602","05069","0003.03","2","Jefferson AR","Pine Bluff, AR",1032,0.0574 
"71602","05069","0003.03","3","Jefferson AR","Pine Bluff, AR",2189,0.1217 
"71602","05069","0005.02","1","Jefferson AR","Pine Bluff, AR",2,0.0001 
"71602","05069","0005.02","3","Jefferson AR","Pine Bluff, AR",112,0.0062 
"71602","05069","0014.01","1","Jefferson AR","Pine Bluff, AR",1180,0.0656 
"71602","05069","0014.01","2","Jefferson AR","Pine Bluff, AR",580,0.0323 
"71602","05069","0014.02","1","Jefferson AR","Pine Bluff, AR",595,0.0331 
"71602","05069","0014.02","2","Jefferson AR","Pine Bluff, AR",50,0.0028 
"71602","05069","0021.03","1","Jefferson AR","Pine Bluff, AR",331,0.0184 
"71602","05069","0021.03","3","Jefferson AR","Pine Bluff, AR",548,0.0305 
"71602","05069","0024.00","2","Jefferson AR","Pine Bluff, AR",671,0.0373 
"71602","05069","0025.00","1","Jefferson AR","Pine Bluff, AR",238,0.0132 
"71603","05025","9701.00","1","Cleveland AR","Pine Bluff, AR",90,0.0026 
"71603","05053","4701.00","3","Grant AR","Pine Bluff, AR",86,0.0025 
"71603","05069","0012.00","1","Jefferson AR","Pine Bluff, AR",88,0.0026 
"71603","05069","0012.00","2","Jefferson AR","Pine Bluff, AR",196,0.0057 
"71603","05069","0012.00","3","Jefferson AR","Pine Bluff, AR",418,0.0122 
"71603","05069","0012.00","4","Jefferson AR","Pine Bluff, AR",822,0.0239 
"71603","05069","0013.00","1","Jefferson AR","Pine Bluff, AR",648,0.0189 
"71603","05069","0013.00","2","Jefferson AR","Pine Bluff, AR",345,0.01 
"71603","05069","0013.00","3","Jefferson AR","Pine Bluff, AR",488,0.0142 
"71603","05069","0014.02","1","Jefferson AR","Pine Bluff, AR",389,0.0113 
"71603","05069","0014.02","2","Jefferson AR","Pine Bluff, AR",479,0.0139 
"71603","05069","0014.02","3","Jefferson AR","Pine Bluff, AR",1203,0.035 
"71603","05069","0015.01","1","Jefferson AR","Pine Bluff, AR",2482,0.0723 
"71603","05069","0015.01","2","Jefferson AR","Pine Bluff, AR",1477,0.043 
"71603","05069","0015.02","1","Jefferson AR","Pine Bluff, AR",713,0.0208 
"71603","05069","0015.02","2","Jefferson AR","Pine Bluff, AR",667,0.0194 
"71603","05069","0015.02","3","Jefferson AR","Pine Bluff, AR",1041,0.0303 
"71603","05069","0015.02","4","Jefferson AR","Pine Bluff, AR",1290,0.0376 
"71603","05069","0016.00","1","Jefferson AR","Pine Bluff, AR",244,0.0071 
"71603","05069","0016.00","2","Jefferson AR","Pine Bluff, AR",289,0.0084 
"71603","05069","0016.00","3","Jefferson AR","Pine Bluff, AR",861,0.0251 
"71603","05069","0016.00","4","Jefferson AR","Pine Bluff, AR",1002,0.0292 
"71603","05069","0017.00","4","Jefferson AR","Pine Bluff, AR",231,0.0067 
"71603","05069","0018.00","1","Jefferson AR","Pine Bluff, AR",1223,0.0356 
"71603","05069","0018.00","2","Jefferson AR","Pine Bluff, AR",874,0.0254 
"71603","05069","0018.00","3","Jefferson AR","Pine Bluff, AR",1308,0.0381 
"71603","05069","0019.01","1","Jefferson AR","Pine Bluff, AR",429,0.0125 
"71603","05069","0019.03","1","Jefferson AR","Pine Bluff, AR",659,0.0192 
"71603","05069","0020.00","1","Jefferson AR","Pine Bluff, AR",962,0.028 
"71603","05069","0020.00","2","Jefferson AR","Pine Bluff, AR",1506,0.0439 
"71603","05069","0020.00","3","Jefferson AR","Pine Bluff, AR",2086,0.0607 
"71603","05069","0020.00","4","Jefferson AR","Pine Bluff, AR",1058,0.0308 
"71603","05069","0021.03","1","Jefferson AR","Pine Bluff, AR",802,0.0234 
"71603","05069","0021.03","2","Jefferson AR","Pine Bluff, AR",1822,0.0531 
"71603","05069","0021.03","3","Jefferson AR","Pine Bluff, AR",1810,0.0527 
"71603","05069","0021.04","1","Jefferson AR","Pine Bluff, AR",1306,0.038 
"71603","05069","0021.04","2","Jefferson AR","Pine Bluff, AR",843,0.0245 
"71603","05069","0021.04","3","Jefferson AR","Pine Bluff, AR",1905,0.0555 
"71603","05079","9604.00","1","Lincoln AR","Pine Bluff, AR",201,0.0059 
"71630","05041","9501.00","3","Desha AR","Arkansas City, AR",405,1 
"71631","05011","9505.00","1","Bradley AR","Banks, AR",9,0.0134 
"71631","05011","9505.00","3","Bradley AR","Banks, AR",664,0.9866 
"71635","05003","9602.00","2","Ashley AR","Crossett, AR",580,0.047 
"71635","05003","9603.00","3","Ashley AR","Crossett, AR",667,0.054 
"71635","05003","9604.00","1","Ashley AR","Crossett, AR",653,0.0529 
"71635","05003","9605.00","1","Ashley AR","Crossett, AR",993,0.0804 
"71635","05003","9605.00","2","Ashley AR","Crossett, AR",616,0.0499 
"71635","05003","9605.00","3","Ashley AR","Crossett, AR",1135,0.0919 
"71635","05003","9606.00","1","Ashley AR","Crossett, AR",1000,0.081 
"71635","05003","9606.00","2","Ashley AR","Crossett, AR",1242,0.1006 
"71635","05003","9606.00","3","Ashley AR","Crossett, AR",1234,0.0999 
"71635","05003","9606.00","4","Ashley AR","Crossett, AR",1194,0.0967 
"71635","05003","9606.00","5","Ashley AR","Crossett, AR",1123,0.0909 
"71635","05003","9607.00","1","Ashley AR","Crossett, AR",820,0.0664 
"71635","05003","9607.00","2","Ashley AR","Crossett, AR",1091,0.0884 
"71638","05017","0801.00","1","Chicot AR","Dermott, AR",753,0.1985 
"71638","05017","0802.00","1","Chicot AR","Dermott, AR",976,0.2572 
"71638","05017","0802.00","2","Chicot AR","Dermott, AR",811,0.2138 
"71638","05017","0802.00","3","Chicot AR","Dermott, AR",606,0.1597 
"71638","05041","9501.00","3","Desha AR","Dermott, AR",2,0.0005 
"71638","05041","9504.00","1","Desha AR","Dermott, AR",89,0.0235 
"71638","05043","4901.00","1","Drew AR","Dermott, AR",356,0.0938 
"71638","05043","4901.00","2","Drew AR","Dermott, AR",201,0.053 
"71639","05041","9501.00","1","Desha AR","Dumas, AR",52,0.0079 
"71639","05041","9502.00","1","Desha AR","Dumas, AR",1363,0.2072 
"71639","05041","9502.00","2","Desha AR","Dumas, AR",882,0.1341 
"71639","05041","9502.00","3","Desha AR","Dumas, AR",878,0.1335 
"71639","05041","9502.00","4","Desha AR","Dumas, AR",1052,0.1599 
"71639","05041","9503.00","1","Desha AR","Dumas, AR",538,0.0818 
"71639","05041","9503.00","2","Desha AR","Dumas, AR",1146,0.1742 
"71639","05079","9603.00","2","Lincoln AR","Dumas, AR",447,0.0679 
"71639","05079","9603.00","3","Lincoln AR","Dumas, AR",221,0.0336 
"71640","05017","0801.00","2","Chicot AR","Eudora, AR",404,0.1252 
"71640","05017","0801.00","3","Chicot AR","Eudora, AR",129,0.04 
"71640","05017","0804.00","1","Chicot AR","Eudora, AR",1347,0.4174 
"71640","05017","0804.00","2","Chicot AR","Eudora, AR",691,0.2141 
"71640","05017","0804.00","3","Chicot AR","Eudora, AR",656,0.2033 
"71642","05003","9602.00","1","Ashley AR","Fountain Hill, AR",529,0.8164 
"71642","05043","4905.00","2","Drew AR","Fountain Hill, AR",119,0.1836 
"71643","05079","9603.00","1","Lincoln AR","Gould, AR",15,0.0135 
"71643","05079","9603.00","2","Lincoln AR","Gould, AR",45,0.0406 
"71643","05079","9606.00","2","Lincoln AR","Gould, AR",1049,0.9459 
"71644","05069","0025.00","1","Jefferson AR","Grady, AR",153,0.0359 
"71644","05079","9603.00","1","Lincoln AR","Grady, AR",9,0.0021 
"71644","05079","9606.00","1","Lincoln AR","Grady, AR",567,0.133 
"71644","05079","9606.00","2","Lincoln AR","Grady, AR",3535,0.829 
"71646","05003","9601.00","2","Ashley AR","Hamburg, AR",395,0.0585 
"71646","05003","9602.00","1","Ashley AR","Hamburg, AR",676,0.1001 
"71646","05003","9602.00","2","Ashley AR","Hamburg, AR",909,0.1345 
"71646","05003","9603.00","1","Ashley AR","Hamburg, AR",769,0.1138 
"71646","05003","9603.00","2","Ashley AR","Hamburg, AR",791,0.1171 
"71646","05003","9603.00","3","Ashley AR","Hamburg, AR",1589,0.2352 
"71646","05003","9603.00","4","Ashley AR","Hamburg, AR",1166,0.1726 
"71646","05003","9604.00","1","Ashley AR","Hamburg, AR",362,0.0536 
"71646","05043","4901.00","2","Drew AR","Hamburg, AR",21,0.0031 
"71646","05043","4905.00","2","Drew AR","Hamburg, AR",78,0.0115 
"71647","05011","9504.00","1","Bradley AR","Hermitage, AR",7,0.0033 
"71647","05011","9505.00","1","Bradley AR","Hermitage, AR",1307,0.6191 
"71647","05011","9505.00","2","Bradley AR","Hermitage, AR",773,0.3662 
"71647","05011","9505.00","3","Bradley AR","Hermitage, AR",24,0.0114 
"71651","05011","9505.00","2","Bradley AR","Jersey, AR",150,1 
"71652","05025","9701.00","4","Cleveland AR","Kingsland, AR",162,0.1398 
"71652","05025","9702.00","2","Cleveland AR","Kingsland, AR",100,0.0863 
"71652","05025","9702.00","3","Cleveland AR","Kingsland, AR",897,0.7739 
"71653","05017","0801.00","1","Chicot AR","Lake Village, AR",709,0.1376 
"71653","05017","0801.00","2","Chicot AR","Lake Village, AR",312,0.0606 
"71653","05017","0801.00","3","Chicot AR","Lake Village, AR",1013,0.1966 
"71653","05017","0803.00","1","Chicot AR","Lake Village, AR",669,0.1299 
"71653","05017","0803.00","2","Chicot AR","Lake Village, AR",1181,0.2292 
"71653","05017","0803.00","3","Chicot AR","Lake Village, AR",1268,0.2461 
"71654","05041","9504.00","1","Desha AR","McGehee, AR",956,0.2047 
"71654","05041","9504.00","2","Desha AR","McGehee, AR",884,0.1893 
"71654","05041","9504.00","3","Desha AR","McGehee, AR",1137,0.2434 
"71654","05041","9505.00","1","Desha AR","McGehee, AR",541,0.1158 
"71654","05041","9505.00","2","Desha AR","McGehee, AR",1153,0.2468 
"71655","05043","4901.00","1","Drew AR","Monticello, AR",158,0.0103 
"71655","05043","4901.00","2","Drew AR","Monticello, AR",361,0.0235 
"71655","05043","4901.00","3","Drew AR","Monticello, AR",650,0.0422 
"71655","05043","4902.00","1","Drew AR","Monticello, AR",686,0.0446 
"71655","05043","4902.00","2","Drew AR","Monticello, AR",1139,0.074 
"71655","05043","4902.00","3","Drew AR","Monticello, AR",776,0.0504 
"71655","05043","4903.00","1","Drew AR","Monticello, AR",1721,0.1118 
"71655","05043","4903.00","2","Drew AR","Monticello, AR",1641,0.1066 
"71655","05043","4903.00","3","Drew AR","Monticello, AR",837,0.0544 
"71655","05043","4903.00","4","Drew AR","Monticello, AR",1170,0.076 
"71655","05043","4903.00","5","Drew AR","Monticello, AR",745,0.0484 
"71655","05043","4904.00","1","Drew AR","Monticello, AR",1193,0.0775 
"71655","05043","4904.00","2","Drew AR","Monticello, AR",1162,0.0755 
"71655","05043","4904.00","3","Drew AR","Monticello, AR",977,0.0635 
"71655","05043","4905.00","1","Drew AR","Monticello, AR",220,0.0143 
"71655","05043","4905.00","2","Drew AR","Monticello, AR",556,0.0361 
"71655","05043","4905.00","3","Drew AR","Monticello, AR",1381,0.0898 
"71655","05079","9604.00","2","Lincoln AR","Monticello, AR",14,0.0009 
"71658","05003","9601.00","1","Ashley AR","Montrose, AR",418,0.5742 
"71658","05003","9601.00","2","Ashley AR","Montrose, AR",310,0.4258 
"71659","05069","0025.00","1","Jefferson AR","Moscow, AR (PO Boxes)",104,1 
"71660","05011","9501.00","2","Bradley AR","New Edinburg, AR",5,0.0052 
"71660","05025","9702.00","1","Cleveland AR","New Edinburg, AR",373,0.3873 
"71660","05025","9702.00","2","Cleveland AR","New Edinburg, AR",585,0.6075 
"71661","05003","9601.00","2","Ashley AR","Parkdale, AR",50,0.1111 
"71661","05003","9601.00","3","Ashley AR","Parkdale, AR",270,0.6 
"71661","05003","9604.00","1","Ashley AR","Parkdale, AR",112,0.2489 
"71661","05017","0801.00","2","Chicot AR","Parkdale, AR",18,0.04 
"71662","05041","9502.00","1","Desha AR","Pickens, AR",22,0.2683 
"71662","05041","9503.00","1","Desha AR","Pickens, AR",60,0.7317 
"71663","05003","9601.00","1","Ashley AR","Portland, AR",9,0.0123 
"71663","05003","9601.00","2","Ashley AR","Portland, AR",7,0.0096 
"71663","05003","9601.00","3","Ashley AR","Portland, AR",469,0.6407 
"71663","05017","0801.00","2","Chicot AR","Portland, AR",247,0.3374 
"71665","05025","9701.00","1","Cleveland AR","Rison, AR",1199,0.1981 
"71665","05025","9701.00","2","Cleveland AR","Rison, AR",1533,0.2532 
"71665","05025","9701.00","3","Cleveland AR","Rison, AR",874,0.1444 
"71665","05025","9701.00","4","Cleveland AR","Rison, AR",820,0.1354 
"71665","05025","9702.00","1","Cleveland AR","Rison, AR",609,0.1006 
"71665","05025","9702.00","4","Cleveland AR","Rison, AR",1019,0.1683 
"71666","05041","9501.00","2","Desha AR","Mc Gehee, AR",79,1 
"71667","05025","9701.00","1","Cleveland AR","Star City, AR",217,0.0262 
"71667","05025","9702.00","1","Cleveland AR","Star City, AR",10,0.0012 
"71667","05025","9702.00","4","Cleveland AR","Star City, AR",9,0.0011 
"71667","05079","9603.00","1","Lincoln AR","Star City, AR",819,0.0991 
"71667","05079","9603.00","2","Lincoln AR","Star City, AR",42,0.0051 
"71667","05079","9603.00","3","Lincoln AR","Star City, AR",1360,0.1645 
"71667","05079","9604.00","1","Lincoln AR","Star City, AR",1783,0.2157 
"71667","05079","9604.00","2","Lincoln AR","Star City, AR",1584,0.1916 
"71667","05079","9605.00","1","Lincoln AR","Star City, AR",1109,0.1341 
"71667","05079","9605.00","2","Lincoln AR","Star City, AR",1334,0.1614 
"71670","05041","9501.00","2","Desha AR","Tillar, AR",238,0.1696 
"71670","05041","9501.00","3","Desha AR","Tillar, AR",14,0.01 
"71670","05041","9502.00","1","Desha AR","Tillar, AR",337,0.2402 
"71670","05041","9505.00","1","Desha AR","Tillar, AR",220,0.1568 
"71670","05041","9505.00","2","Desha AR","Tillar, AR",146,0.1041 
"71670","05043","4901.00","1","Drew AR","Tillar, AR",90,0.0641 
"71670","05043","4901.00","3","Drew AR","Tillar, AR",358,0.2552 
"71671","05011","9501.00","1","Bradley AR","Warren, AR",1277,0.1474 
"71671","05011","9501.00","2","Bradley AR","Warren, AR",1215,0.1402 
"71671","05011","9502.00","1","Bradley AR","Warren, AR",813,0.0938 
"71671","05011","9502.00","2","Bradley AR","Warren, AR",1197,0.1381 
"71671","05011","9503.00","1","Bradley AR","Warren, AR",645,0.0744 
"71671","05011","9503.00","2","Bradley AR","Warren, AR",765,0.0883 
"71671","05011","9503.00","3","Bradley AR","Warren, AR",792,0.0914 
"71671","05011","9504.00","1","Bradley AR","Warren, AR",741,0.0855 
"71671","05011","9504.00","2","Bradley AR","Warren, AR",981,0.1132 
"71671","05011","9505.00","1","Bradley AR","Warren, AR",27,0.0031 
"71671","05011","9505.00","3","Bradley AR","Warren, AR",10,0.0012 
"71671","05025","9702.00","1","Cleveland AR","Warren, AR",192,0.0222 
"71671","05043","4905.00","3","Drew AR","Warren, AR",10,0.0012 
"71674","05041","9501.00","1","Desha AR","Watson, AR",296,0.4011 
"71674","05041","9501.00","2","Desha AR","Watson, AR",366,0.4959 
"71674","05041","9502.00","1","Desha AR","Watson, AR",76,0.103 
"71675","05011","9501.00","1","Bradley AR","Wilmar, AR",2,0.0011 
"71675","05011","9504.00","2","Bradley AR","Wilmar, AR",104,0.057 
"71675","05043","4905.00","1","Drew AR","Wilmar, AR",680,0.3728 
"71675","05043","4905.00","2","Drew AR","Wilmar, AR",48,0.0263 
"71675","05043","4905.00","3","Drew AR","Wilmar, AR",375,0.2056 
"71675","05043","4905.00","4","Drew AR","Wilmar, AR",615,0.3372 
"71676","05003","9604.00","1","Ashley AR","Wilmot, AR",52,0.076 
"71676","05003","9604.00","2","Ashley AR","Wilmot, AR",622,0.9094 
"71676","05017","0801.00","2","Chicot AR","Wilmot, AR",10,0.0146 
"71677","05043","4901.00","3","Drew AR","Winchester, AR",185,1 
"71701","05013","4802.00","1","Calhoun AR","Camden, AR",499,0.0246 
"71701","05103","9501.00","2","Ouachita AR","Camden, AR",238,0.0117 
"71701","05103","9501.00","4","Ouachita AR","Camden, AR",900,0.0444 
"71701","05103","9501.00","5","Ouachita AR","Camden, AR",2239,0.1104 
"71701","05103","9502.00","1","Ouachita AR","Camden, AR",1089,0.0537 
"71701","05103","9502.00","2","Ouachita AR","Camden, AR",326,0.0161 
"71701","05103","9503.00","1","Ouachita AR","Camden, AR",553,0.0273 
"71701","05103","9503.00","2","Ouachita AR","Camden, AR",1149,0.0566 
"71701","05103","9503.00","3","Ouachita AR","Camden, AR",235,0.0116 
"71701","05103","9503.00","4","Ouachita AR","Camden, AR",528,0.026 
"71701","05103","9503.00","6","Ouachita AR","Camden, AR",405,0.02 
"71701","05103","9504.00","1","Ouachita AR","Camden, AR",1302,0.0642 
"71701","05103","9504.00","2","Ouachita AR","Camden, AR",1347,0.0664 
"71701","05103","9504.00","3","Ouachita AR","Camden, AR",717,0.0353 
"71701","05103","9505.00","1","Ouachita AR","Camden, AR",659,0.0325 
"71701","05103","9505.00","2","Ouachita AR","Camden, AR",1082,0.0533 
"71701","05103","9505.00","3","Ouachita AR","Camden, AR",1080,0.0532 
"71701","05103","9505.00","4","Ouachita AR","Camden, AR",923,0.0455 
"71701","05103","9506.00","1","Ouachita AR","Camden, AR",590,0.0291 
"71701","05103","9506.00","2","Ouachita AR","Camden, AR",519,0.0256 
"71701","05103","9506.00","3","Ouachita AR","Camden, AR",661,0.0326 
"71701","05103","9506.00","4","Ouachita AR","Camden, AR",631,0.0311 
"71701","05103","9506.00","5","Ouachita AR","Camden, AR",1797,0.0886 
"71701","05103","9506.00","6","Ouachita AR","Camden, AR",817,0.0403 
"71711","05013","4802.00","3","Calhoun AR","Camden, AR",106,1 
"71720","05013","4802.00","3","Calhoun AR","Bearden, AR",75,0.03 
"71720","05039","9702.00","2","Dallas AR","Bearden, AR",152,0.0608 
"71720","05103","9501.00","1","Ouachita AR","Bearden, AR",864,0.3459 
"71720","05103","9501.00","2","Ouachita AR","Bearden, AR",454,0.1817 
"71720","05103","9501.00","3","Ouachita AR","Bearden, AR",717,0.287 
"71720","05103","9501.00","4","Ouachita AR","Bearden, AR",236,0.0945 
"71722","05099","0901.00","1","Nevada AR","Bluff City, AR",87,1 
"71724","05139","9502.00","1","Union AR","Calion, AR",431,1 
"71725","05039","9701.00","1","Dallas AR","Carthage, AR",22,0.0396 
"71725","05039","9701.00","2","Dallas AR","Carthage, AR",519,0.9351 
"71725","05039","9702.00","2","Dallas AR","Carthage, AR",14,0.0252 
"71726","05103","9502.00","1","Ouachita AR","Chidester, AR",502,0.3498 
"71726","05103","9502.00","2","Ouachita AR","Chidester, AR",870,0.6063 
"71726","05103","9503.00","4","Ouachita AR","Chidester, AR",63,0.0439 
"71730","05139","9501.00","1","Union AR","El Dorado, AR",637,0.0198 
"71730","05139","9502.00","1","Union AR","El Dorado, AR",705,0.0219 
"71730","05139","9502.00","2","Union AR","El Dorado, AR",489,0.0152 
"71730","05139","9502.00","3","Union AR","El Dorado, AR",210,0.0065 
"71730","05139","9502.00","4","Union AR","El Dorado, AR",638,0.0198 
"71730","05139","9502.00","5","Union AR","El Dorado, AR",1155,0.0359 
"71730","05139","9503.00","1","Union AR","El Dorado, AR",202,0.0063 
"71730","05139","9504.00","1","Union AR","El Dorado, AR",292,0.0091 
"71730","05139","9504.00","2","Union AR","El Dorado, AR",1385,0.043 
"71730","05139","9504.00","3","Union AR","El Dorado, AR",1121,0.0348 
"71730","05139","9504.00","4","Union AR","El Dorado, AR",419,0.013 
"71730","05139","9505.00","1","Union AR","El Dorado, AR",1084,0.0337 
"71730","05139","9505.00","2","Union AR","El Dorado, AR",1414,0.0439 
"71730","05139","9505.00","3","Union AR","El Dorado, AR",2525,0.0784 
"71730","05139","9505.00","4","Union AR","El Dorado, AR",557,0.0173 
"71730","05139","9506.00","1","Union AR","El Dorado, AR",608,0.0189 
"71730","05139","9506.00","2","Union AR","El Dorado, AR",1109,0.0344 
"71730","05139","9506.00","3","Union AR","El Dorado, AR",740,0.023 
"71730","05139","9506.00","4","Union AR","El Dorado, AR",639,0.0198 
"71730","05139","9506.00","5","Union AR","El Dorado, AR",666,0.0207 
"71730","05139","9507.00","1","Union AR","El Dorado, AR",1267,0.0393 
"71730","05139","9507.00","2","Union AR","El Dorado, AR",1425,0.0442 
"71730","05139","9507.00","3","Union AR","El Dorado, AR",1380,0.0428 
"71730","05139","9507.00","4","Union AR","El Dorado, AR",766,0.0238 
"71730","05139","9508.00","1","Union AR","El Dorado, AR",877,0.0272 
"71730","05139","9508.00","2","Union AR","El Dorado, AR",837,0.026 
"71730","05139","9508.00","3","Union AR","El Dorado, AR",592,0.0184 
"71730","05139","9508.00","4","Union AR","El Dorado, AR",1179,0.0366 
"71730","05139","9509.00","1","Union AR","El Dorado, AR",1003,0.0311 
"71730","05139","9509.00","2","Union AR","El Dorado, AR",1003,0.0311 
"71730","05139","9509.00","3","Union AR","El Dorado, AR",599,0.0186 
"71730","05139","9510.00","1","Union AR","El Dorado, AR",784,0.0243 
"71730","05139","9510.00","2","Union AR","El Dorado, AR",854,0.0265 
"71730","05139","9510.00","3","Union AR","El Dorado, AR",733,0.0228 
"71730","05139","9510.00","4","Union AR","El Dorado, AR",661,0.0205 
"71730","05139","9510.00","5","Union AR","El Dorado, AR",570,0.0177 
"71730","05139","9510.00","6","Union AR","El Dorado, AR",1088,0.0338 
"71740","05027","9501.00","3","Columbia AR","Emerson, AR",1268,0.7308 
"71740","05027","9503.00","2","Columbia AR","Emerson, AR",467,0.2692 
"71742","05013","4801.00","1","Calhoun AR","Fordyce, AR",530,0.0886 
"71742","05039","9701.00","1","Dallas AR","Fordyce, AR",629,0.1052 
"71742","05039","9702.00","2","Dallas AR","Fordyce, AR",156,0.0261 
"71742","05039","9703.00","1","Dallas AR","Fordyce, AR",912,0.1525 
"71742","05039","9703.00","2","Dallas AR","Fordyce, AR",622,0.104 
"71742","05039","9703.00","3","Dallas AR","Fordyce, AR",1021,0.1707 
"71742","05039","9703.00","4","Dallas AR","Fordyce, AR",923,0.1543 
"71742","05039","9703.00","5","Dallas AR","Fordyce, AR",1187,0.1985 
"71743","05019","9537.00","4","Clark AR","Gurdon, AR",82,0.02 
"71743","05019","9539.00","1","Clark AR","Gurdon, AR",1210,0.2958 
"71743","05019","9539.00","2","Clark AR","Gurdon, AR",486,0.1188 
"71743","05019","9539.00","4","Clark AR","Gurdon, AR",1256,0.3071 
"71743","05019","9539.00","5","Clark AR","Gurdon, AR",1056,0.2582 
"71744","05013","4801.00","1","Calhoun AR","Hampton, AR",688,0.2134 
"71744","05013","4801.00","2","Calhoun AR","Hampton, AR",1025,0.3179 
"71744","05013","4802.00","1","Calhoun AR","Hampton, AR",797,0.2472 
"71744","05013","4802.00","2","Calhoun AR","Hampton, AR",642,0.1991 
"71744","05013","4802.00","3","Calhoun AR","Hampton, AR",72,0.0223 
"71745","05013","4801.00","1","Calhoun AR","Harrell, AR",264,1 
"71747","05139","9501.00","2","Union AR","Huttig, AR",891,0.8122 
"71747","05139","9501.00","3","Union AR","Huttig, AR",206,0.1878 
"71749","05139","9504.00","4","Union AR","Junction City, AR",609,0.2879 
"71749","05139","9504.00","5","Union AR","Junction City, AR",1191,0.5631 
"71749","05139","9505.00","4","Union AR","Junction City, AR",315,0.1489 
"71751","05103","9503.00","3","Ouachita AR","Louann, AR",585,0.623 
"71751","05103","9503.00","6","Ouachita AR","Louann, AR",354,0.377 
"71752","05027","9502.00","1","Columbia AR","Mc Neil, AR",712,0.6768 
"71752","05027","9502.00","2","Columbia AR","Mc Neil, AR",340,0.3232 
"71753","05027","9501.00","1","Columbia AR","Magnolia, AR",386,0.0229 
"71753","05027","9501.00","2","Columbia AR","Magnolia, AR",1820,0.108 
"71753","05027","9501.00","3","Columbia AR","Magnolia, AR",521,0.0309 
"71753","05027","9502.00","1","Columbia AR","Magnolia, AR",1072,0.0636 
"71753","05027","9502.00","2","Columbia AR","Magnolia, AR",225,0.0134 
"71753","05027","9503.00","1","Columbia AR","Magnolia, AR",1541,0.0915 
"71753","05027","9503.00","2","Columbia AR","Magnolia, AR",693,0.0411 
"71753","05027","9504.00","1","Columbia AR","Magnolia, AR",2416,0.1434 
"71753","05027","9504.00","2","Columbia AR","Magnolia, AR",4079,0.2421 
"71753","05027","9505.00","1","Columbia AR","Magnolia, AR",1935,0.1149 
